old_name,new_name,year,title,ext,status,notes
article_222829.pdf,"2022 Paper—Identifying Students' Learning Patterns in Online Learning Environments- A literature review Throughout the years, researchers and educators have used different terms to defi.pdf",2022,"Paper—Identifying Students' Learning Patterns in Online Learning Environments- A literature review Throughout the years, researchers and educators have used different terms to defi",.pdf,"dry-run.rename->2022 Paper—Identifying Students' Learning Patterns in Online Learning Environments- A literature review Throughout the years, researchers and educators have used different terms to defi.pdf",fitz.title;fitz.year
asi-06-00086.pdf,2023 determine the optimal methods for feature engineering and selection in the context of regression and classification tasks. This study compared the Boruta algorithm and Lasso regres.pdf,2023,determine the optimal methods for feature engineering and selection in the context of regression and classification tasks. This study compared the Boruta algorithm and Lasso regres,.pdf,dry-run.rename->2023 determine the optimal methods for feature engineering and selection in the context of regression and classification tasks. This study compared the Boruta algorithm and Lasso regres.pdf,fitz.title;fitz.year
asi-07-00018.pdf,2024 both value and time. Intentional error data injection experiments could potentially be used to validate the model’s robustness in real-time monitoring and industrial process perfor.pdf,2024,both value and time. Intentional error data injection experiments could potentially be used to validate the model’s robustness in real-time monitoring and industrial process perfor,.pdf,dry-run.rename->2024 both value and time. Intentional error data injection experiments could potentially be used to validate the model’s robustness in real-time monitoring and industrial process perfor.pdf,fitz.title;fitz.year
Association Analysis.pdf,,,"An itemset is a subset X ⊆I and its support w.r.t. T, denoted by SuppT(X), is defined as the fraction of transactions of T that",.pdf,skipped.missing_year_or_title,fitz.title
Automatically_Prioritizing_Tasks_in_Software_Development.pdf,"1985 about other tasks, potentially resulting in inaccurate priority predictions. This paper presents the benefits of considering the entire backlog when prioritizing tasks. We employ a.pdf",1985,"about other tasks, potentially resulting in inaccurate priority predictions. This paper presents the benefits of considering the entire backlog when prioritizing tasks. We employ a",.pdf,"dry-run.rename->1985 about other tasks, potentially resulting in inaccurate priority predictions. This paper presents the benefits of considering the entire backlog when prioritizing tasks. We employ a.pdf",fitz.title;fitz.year
BDCC-05-00071-v2.pdf,2021 on accurate and timely identification and prioritization of the students requiring assistance. The main objective of this paper is to detect at-risk students as early as possible i.pdf,2021,on accurate and timely identification and prioritization of the students requiring assistance. The main objective of this paper is to detect at-risk students as early as possible i,.pdf,dry-run.rename->2021 on accurate and timely identification and prioritization of the students requiring assistance. The main objective of this paper is to detect at-risk students as early as possible i.pdf,fitz.title;fitz.year
BDCC-06-00006-v2.pdf,"2022 F-measure, ROC (receiver operating characteristic) curve and AUC scores; therefore, it is an excellent candidate algorithm for providing solutions on this domain given its capabili.pdf",2022,"F-measure, ROC (receiver operating characteristic) curve and AUC scores; therefore, it is an excellent candidate algorithm for providing solutions on this domain given its capabili",.pdf,"dry-run.rename->2022 F-measure, ROC (receiver operating characteristic) curve and AUC scores; therefore, it is an excellent candidate algorithm for providing solutions on this domain given its capabili.pdf",fitz.title;fitz.year
book 2008 Principles_ModelChecking.pdf,2008 Principles of Model Checking Christel Baier and Joost-Pieter Katoen.pdf,2008,Principles of Model Checking Christel Baier and Joost-Pieter Katoen,.pdf,dry-run.rename->2008 Principles of Model Checking Christel Baier and Joost-Pieter Katoen.pdf,fitz.title;filename.year
book 2011 Modeling Business Processes.pdf,"2016 A Semantic Web Primer, Grigoris Antoniou and Frank van Harmelen Aligning Modern Business Processes and Legacy Systems- A Component-Based.pdf",2016,"A Semantic Web Primer, Grigoris Antoniou and Frank van Harmelen Aligning Modern Business Processes and Legacy Systems- A Component-Based",.pdf,"dry-run.rename->2016 A Semantic Web Primer, Grigoris Antoniou and Frank van Harmelen Aligning Modern Business Processes and Legacy Systems- A Component-Based.pdf",fitz.title;fitz.year
"book Encyclopedia of Machine Learning and Data Mining by Claude Sammut (Editor), Geoffrey I. Webb (Editor) (z-lib.org).pdf",,,Encyclopedia of Machine Learning,.pdf,skipped.missing_year_or_title,fitz.title
"book Encyclopedia of Machine Learning and Data Mining by Claude Sammut, Geoffrey I. Webb (z-lib.org).pdf",,,Encyclopedia of Machine Learning,.pdf,skipped.missing_year_or_title,fitz.title
Book_Cover_HaiboHe.pdf,,,"in learning, prediction, and optimization. The presented principles, architectures, algorithms, and featured case studies not only offer fresh insights into machine intelligence re",.pdf,skipped.missing_year_or_title,fitz.title
Book_mas.pdf,2009 invite you to link to http---www.masfoundations.org. This will allow us to gauge the level of interest in the book and to update the PDF to keep it consistent with reprintings of t.pdf,2009,invite you to link to http---www.masfoundations.org. This will allow us to gauge the level of interest in the book and to update the PDF to keep it consistent with reprintings of t,.pdf,dry-run.rename->2009 invite you to link to http---www.masfoundations.org. This will allow us to gauge the level of interest in the book and to update the PDF to keep it consistent with reprintings of t.pdf,fitz.title;fitz.year
btad416.pdf,"1980 metabolic pathways, and toxicological and safe concentrations of these cosmetics molecules. Therefore, comprehensive cosmetic ingredients bioinformatics platform (CCIBP) was develo.pdf",1980,"metabolic pathways, and toxicological and safe concentrations of these cosmetics molecules. Therefore, comprehensive cosmetic ingredients bioinformatics platform (CCIBP) was develo",.pdf,"dry-run.rename->1980 metabolic pathways, and toxicological and safe concentrations of these cosmetics molecules. Therefore, comprehensive cosmetic ingredients bioinformatics platform (CCIBP) was develo.pdf",fitz.title;fitz.year
btad418.pdf,"1985 transformed subgraphs across projects. Current KG-Hub projects span use cases including COVID-19 research, drug repurposing, microbial–envi ronmental interactions, and rare disease.pdf",1985,"transformed subgraphs across projects. Current KG-Hub projects span use cases including COVID-19 research, drug repurposing, microbial–envi ronmental interactions, and rare disease",.pdf,"dry-run.rename->1985 transformed subgraphs across projects. Current KG-Hub projects span use cases including COVID-19 research, drug repurposing, microbial–envi ronmental interactions, and rare disease.pdf",fitz.title;fitz.year
btad422.pdf,"2000 Motivation- Chromothripsis, associated with poor clinical outcomes, is prognostically vital in multiple myeloma. The catastrophic event is reported to be detectable prior to the pr.pdf",2000,"Motivation- Chromothripsis, associated with poor clinical outcomes, is prognostically vital in multiple myeloma. The catastrophic event is reported to be detectable prior to the pr",.pdf,"dry-run.rename->2000 Motivation- Chromothripsis, associated with poor clinical outcomes, is prognostically vital in multiple myeloma. The catastrophic event is reported to be detectable prior to the pr.pdf",fitz.title;fitz.year
btad431.pdf,1995 Availability and implementation- The Python package SEAGAL can be installed using pip- https---pypi.org-project-seagal-. The source code and step-by-step tutorials are available at.pdf,1995,Availability and implementation- The Python package SEAGAL can be installed using pip- https---pypi.org-project-seagal-. The source code and step-by-step tutorials are available at,.pdf,dry-run.rename->1995 Availability and implementation- The Python package SEAGAL can be installed using pip- https---pypi.org-project-seagal-. The source code and step-by-step tutorials are available at.pdf,fitz.title;fitz.year
c35730089a8110a7354dcc462a673414736d.pdf,"2023 predictive IDS model. In order to improve the capabilities of IDS in the era of Big Data, there is a constant need to extract the most.pdf",2023,"predictive IDS model. In order to improve the capabilities of IDS in the era of Big Data, there is a constant need to extract the most",.pdf,"dry-run.rename->2023 predictive IDS model. In order to improve the capabilities of IDS in the era of Big Data, there is a constant need to extract the most.pdf",fitz.title;fitz.year
Challan 2246308182 (1).pdf,2022 Account Title- For Credit to Collection Account of The.pdf,2022,Account Title- For Credit to Collection Account of The,.pdf,dry-run.rename->2022 Account Title- For Credit to Collection Account of The.pdf,fitz.title;fitz.year
Challan 2405685149.pdf,"2024 Amount (In Words)- Twenty thousand, four hundred and ninety-five Rs. Only.pdf",2024,"Amount (In Words)- Twenty thousand, four hundred and ninety-five Rs. Only",.pdf,"dry-run.rename->2024 Amount (In Words)- Twenty thousand, four hundred and ninety-five Rs. Only.pdf",fitz.title;fitz.year
Challan 2405699179.pdf,"2024 Amount (In Words)- Twenty thousand, four hundred and ninety-five Rs. Only.pdf",2024,"Amount (In Words)- Twenty thousand, four hundred and ninety-five Rs. Only",.pdf,"dry-run.rename->2024 Amount (In Words)- Twenty thousand, four hundred and ninety-five Rs. Only.pdf",fitz.title;fitz.year
chapter12.pdf,1995 guidelines on how to get started with the development of learning analytics dashboards are presented for practitioners and researchers.pdf,1995,guidelines on how to get started with the development of learning analytics dashboards are presented for practitioners and researchers,.pdf,dry-run.rename->1995 guidelines on how to get started with the development of learning analytics dashboards are presented for practitioners and researchers.pdf,fitz.title;fitz.year
Constructing_a_Software_Requirements_Tool_Based_on_the_Reusability_Attribute.pdf,"2015 requirements in some domains. The goal was to provide knowledge on requirement elicitation for specific domains that are more accessible. To prepare and use requirement patterns, a.pdf",2015,"requirements in some domains. The goal was to provide knowledge on requirement elicitation for specific domains that are more accessible. To prepare and use requirement patterns, a",.pdf,"dry-run.rename->2015 requirements in some domains. The goal was to provide knowledge on requirement elicitation for specific domains that are more accessible. To prepare and use requirement patterns, a.pdf",fitz.title;fitz.year
Corrupted Pdf.pdf,"2024 Ane Transformation. In Genetic and Evolutionary Computation Conference (GECCO ’24), July 14–18, 2024, Melbourne, VIC, Australia. ACM, New York,.pdf",2024,"Ane Transformation. In Genetic and Evolutionary Computation Conference (GECCO ’24), July 14–18, 2024, Melbourne, VIC, Australia. ACM, New York,",.pdf,"dry-run.rename->2024 Ane Transformation. In Genetic and Evolutionary Computation Conference (GECCO ’24), July 14–18, 2024, Melbourne, VIC, Australia. ACM, New York,.pdf",fitz.title;fitz.year
DATABASE MANAGEMENT SYSTEMS LAB MANUAL.pdf,,,Week-11- CASE STUDY- CAR RENTAL COMPANY Week-12- CASE STUDY- STUDENT PROGRESS MONITORING SYSTEM,.pdf,skipped.missing_year_or_title,fitz.title
Deciphering_in_store_online_switching_in.pdf,"2014 classifiers are trained on older datasets for intrusion detection, which limits their detection accuracy. So, there is a need to train the machine learning classifiers on the lates.pdf",2014,"classifiers are trained on older datasets for intrusion detection, which limits their detection accuracy. So, there is a need to train the machine learning classifiers on the lates",.pdf,"dry-run.rename->2014 classifiers are trained on older datasets for intrusion detection, which limits their detection accuracy. So, there is a need to train the machine learning classifiers on the lates.pdf",fitz.title;fitz.year
Deriving_Driver_Behavioral_Pattern_Analy.pdf,"2021 style can be extracted and identified via the analysis of an individual driver’s characteristic behavior under driving conditions, such as the speed, the aggression and the focus o.pdf",2021,"style can be extracted and identified via the analysis of an individual driver’s characteristic behavior under driving conditions, such as the speed, the aggression and the focus o",.pdf,"dry-run.rename->2021 style can be extracted and identified via the analysis of an individual driver’s characteristic behavior under driving conditions, such as the speed, the aggression and the focus o.pdf",fitz.title;fitz.year
DesignandImplementationofaMachineLearningBasedAuthorshipIdentificationModel (2).pdf,2019 n-grams texts of authors and cosine similarity. Te proposed approach uses similarity metrics to identify various learned representations of stylometric features and uses them to id.pdf,2019,n-grams texts of authors and cosine similarity. Te proposed approach uses similarity metrics to identify various learned representations of stylometric features and uses them to id,.pdf,dry-run.rename->2019 n-grams texts of authors and cosine similarity. Te proposed approach uses similarity metrics to identify various learned representations of stylometric features and uses them to id.pdf,fitz.title;fitz.year
DesignandImplementationofaMachineLearningBasedAuthorshipIdentificationModel.pdf,2019 n-grams texts of authors and cosine similarity. Te proposed approach uses similarity metrics to identify various learned representations of stylometric features and uses them to id.pdf,2019,n-grams texts of authors and cosine similarity. Te proposed approach uses similarity metrics to identify various learned representations of stylometric features and uses them to id,.pdf,dry-run.rename->2019 n-grams texts of authors and cosine similarity. Te proposed approach uses similarity metrics to identify various learned representations of stylometric features and uses them to id.pdf,fitz.title;fitz.year
Detecting_Zero-Day_Intrusion_Attacks_Using_Semi-Supervised_Machine_Learning_Approaches.pdf,"2018 that can effectively identify significant network features that are indicative of anomalous behaviour and can be used for detecting zero-day attacks. Finally, our study illustrates.pdf",2018,"that can effectively identify significant network features that are indicative of anomalous behaviour and can be used for detecting zero-day attacks. Finally, our study illustrates",.pdf,"dry-run.rename->2018 that can effectively identify significant network features that are indicative of anomalous behaviour and can be used for detecting zero-day attacks. Finally, our study illustrates.pdf",fitz.title;fitz.year
Developing_a_Personalized_E-Learning_and_MOOC_Recommender_System_in_IoT-Enabled_Smart_Education.pdf,"2023 Recommendations (PCR) to students. Current recommendation techniques rely on either explicit or implicit feedback, often failing to capture changes in learners’ preferences effecti.pdf",2023,"Recommendations (PCR) to students. Current recommendation techniques rely on either explicit or implicit feedback, often failing to capture changes in learners’ preferences effecti",.pdf,"dry-run.rename->2023 Recommendations (PCR) to students. Current recommendation techniques rely on either explicit or implicit feedback, often failing to capture changes in learners’ preferences effecti.pdf",fitz.title;fitz.year
digital-04-00028-v2.pdf,"2024 identified organizational challenges, and six articles reported environmental challenges. In addition, this review found that there was relatively little interest in the literature.pdf",2024,"identified organizational challenges, and six articles reported environmental challenges. In addition, this review found that there was relatively little interest in the literature",.pdf,"dry-run.rename->2024 identified organizational challenges, and six articles reported environmental challenges. In addition, this review found that there was relatively little interest in the literature.pdf",fitz.title;fitz.year
Digital_Marketing_A_Review.pdf,"1971 customers. This can also be referred as ‘online marketing’, ‘internet marketing’ or ‘web marketing’. Digital marketing is defined by use of numerous digital tactics.pdf",1971,"customers. This can also be referred as ‘online marketing’, ‘internet marketing’ or ‘web marketing’. Digital marketing is defined by use of numerous digital tactics",.pdf,"dry-run.rename->1971 customers. This can also be referred as ‘online marketing’, ‘internet marketing’ or ‘web marketing’. Digital marketing is defined by use of numerous digital tactics.pdf",fitz.title;fitz.year
Dynamic Educational Recommender System Based on Improved Recurrent Neural Networks Using Attention Technique.pdf,"2021 This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http---creativecommons.org- licenses-by-4.0-), which permits unrestricted us.pdf",2021,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http---creativecommons.org- licenses-by-4.0-), which permits unrestricted us",.pdf,"dry-run.rename->2021 This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http---creativecommons.org- licenses-by-4.0-), which permits unrestricted us.pdf",fitz.title;fitz.year
Dynamic Generation of Personalized Hybrid Recommender.pdf,"1994 types of user data like social data (e.g., friend connections) and context (e.g., location, time of day, mood, etc.), which.pdf",1994,"types of user data like social data (e.g., friend connections) and context (e.g., location, time of day, mood, etc.), which",.pdf,"dry-run.rename->1994 types of user data like social data (e.g., friend connections) and context (e.g., location, time of day, mood, etc.), which.pdf",fitz.title;fitz.year
E-Resources-Content-Recommendation-System-Using-AI.pdf,"2024 patron interactions, collaborative filtering seeks to understand styles and similarities among particular clients. The underlying idea is that users who’ve exhibited similar tastes.pdf",2024,"patron interactions, collaborative filtering seeks to understand styles and similarities among particular clients. The underlying idea is that users who’ve exhibited similar tastes",.pdf,"dry-run.rename->2024 patron interactions, collaborative filtering seeks to understand styles and similarities among particular clients. The underlying idea is that users who’ve exhibited similar tastes.pdf",fitz.title;fitz.year
eae8c85629f950d39beac7a18519e42ac674.pdf,"2024 business expansion lies predictive analytics. Predictive analytics is a branch of advanced analytics that utilizes historical data, statistical algorithms, and machine learning tec.pdf",2024,"business expansion lies predictive analytics. Predictive analytics is a branch of advanced analytics that utilizes historical data, statistical algorithms, and machine learning tec",.pdf,"dry-run.rename->2024 business expansion lies predictive analytics. Predictive analytics is a branch of advanced analytics that utilizes historical data, statistical algorithms, and machine learning tec.pdf",fitz.title;fitz.year
ED621312.pdf,"2021 research efforts in the field of teacher-oriented recommender systems. By performing this systematic review, 32 papers were selected for further analysis. The obtained results show.pdf",2021,"research efforts in the field of teacher-oriented recommender systems. By performing this systematic review, 32 papers were selected for further analysis. The obtained results show",.pdf,"dry-run.rename->2021 research efforts in the field of teacher-oriented recommender systems. By performing this systematic review, 32 papers were selected for further analysis. The obtained results show.pdf",fitz.title;fitz.year
ED630882.pdf,2023 findings indicated that previously course-centric topics such as public health developed into more general discussions that.pdf,2023,findings indicated that previously course-centric topics such as public health developed into more general discussions that,.pdf,dry-run.rename->2023 findings indicated that previously course-centric topics such as public health developed into more general discussions that.pdf,fitz.title;fitz.year
EduCardia_A_Modern_Technology-Powered_Methodology_for_the_Assessment_and_Improvement_of_So.pdf,"2021 been widely adopted and examined, highlighting its positive impact on the academic, emotional, and social sectors at both the individual and classroom levels. Through this wide app.pdf",2021,"been widely adopted and examined, highlighting its positive impact on the academic, emotional, and social sectors at both the individual and classroom levels. Through this wide app",.pdf,"dry-run.rename->2021 been widely adopted and examined, highlighting its positive impact on the academic, emotional, and social sectors at both the individual and classroom levels. Through this wide app.pdf",fitz.title;fitz.year
education-11-00552.pdf,"2021 their studies. In this systematic review, the relevant EDM literature related to identifying student dropouts and students at risk from 2009 to 2021 is reviewed. The review results.pdf",2021,"their studies. In this systematic review, the relevant EDM literature related to identifying student dropouts and students at risk from 2009 to 2021 is reviewed. The review results",.pdf,"dry-run.rename->2021 their studies. In this systematic review, the relevant EDM literature related to identifying student dropouts and students at risk from 2009 to 2021 is reviewed. The review results.pdf",fitz.title;fitz.year
education-11-00668-v2.pdf,"2021 dents did tend to follow a specific learning strategy as they completed this course. However, students also self-regulated to some degree, based on the topic and context of specifi.pdf",2021,"dents did tend to follow a specific learning strategy as they completed this course. However, students also self-regulated to some degree, based on the topic and context of specifi",.pdf,"dry-run.rename->2021 dents did tend to follow a specific learning strategy as they completed this course. However, students also self-regulated to some degree, based on the topic and context of specifi.pdf",fitz.title;fitz.year
education-12-00210.pdf,2022 developments in software engineering and web-based applications have made collection of education data possible at large scales. This systematic review aims to explore the 21st cen.pdf,2022,developments in software engineering and web-based applications have made collection of education data possible at large scales. This systematic review aims to explore the 21st cen,.pdf,dry-run.rename->2022 developments in software engineering and web-based applications have made collection of education data possible at large scales. This systematic review aims to explore the 21st cen.pdf,fitz.title;fitz.year
education-13-01216-v2.pdf,2023 with some studies reporting increased test scores. The integration of AI-ML in e-learning platforms significantly contributes to the personalization and effectiveness of the educat.pdf,2023,with some studies reporting increased test scores. The integration of AI-ML in e-learning platforms significantly contributes to the personalization and effectiveness of the educat,.pdf,dry-run.rename->2023 with some studies reporting increased test scores. The integration of AI-ML in e-learning platforms significantly contributes to the personalization and effectiveness of the educat.pdf,fitz.title;fitz.year
Educational Data Mining A Review of the.pdf,"2009 most relevant studies carried out in this field to date. Firstly, it introduces EDM and describes the different groups of user, types.pdf",2009,"most relevant studies carried out in this field to date. Firstly, it introduces EDM and describes the different groups of user, types",.pdf,"dry-run.rename->2009 most relevant studies carried out in this field to date. Firstly, it introduces EDM and describes the different groups of user, types.pdf",fitz.title;fitz.year
Educational_Data_Mining_to_Support_Programming_Learning_Using_Problem-Solving_Data.pdf,2022 space; (iii) statistical features are extracted from each cluster; (iv) frequent pattern (FP)-growth algorithm is applied to each cluster to mine data patterns and association rule.pdf,2022,space; (iii) statistical features are extracted from each cluster; (iv) frequent pattern (FP)-growth algorithm is applied to each cluster to mine data patterns and association rule,.pdf,dry-run.rename->2022 space; (iii) statistical features are extracted from each cluster; (iv) frequent pattern (FP)-growth algorithm is applied to each cluster to mine data patterns and association rule.pdf,fitz.title;fitz.year
Effect_of_Project_Management_in_Requirements_Engineering_and_Requirements_Change_Management_Processes_for_Global_Software_Development.pdf,"1995 frameworks. Finally, statistical tools are applied to analyze the collected data. By utilizing the analyzed data, our results show the significant impacts of both frameworks (i.e.,.pdf",1995,"frameworks. Finally, statistical tools are applied to analyze the collected data. By utilizing the analyzed data, our results show the significant impacts of both frameworks (i.e.,",.pdf,"dry-run.rename->1995 frameworks. Finally, statistical tools are applied to analyze the collected data. By utilizing the analyzed data, our results show the significant impacts of both frameworks (i.e.,.pdf",fitz.title;fitz.year
EFFECTIVENESS OF SOCIAL MEDIA MARKETING STRATEGIES FOR BEAUTY ACC.pdf,2021 Follow this and additional works at- https---scholarlycommons.pacific.edu-uop_etds Part of the Communication Commons.pdf,2021,Follow this and additional works at- https---scholarlycommons.pacific.edu-uop_etds Part of the Communication Commons,.pdf,dry-run.rename->2021 Follow this and additional works at- https---scholarlycommons.pacific.edu-uop_etds Part of the Communication Commons.pdf,fitz.title;fitz.year
Elbadrawy_umn_0130E_18647.pdf,"2017 I would like to express my gratitude to Professors Nikos Sidiropoulos, Yousef Saad, Joseph Konstan and John Carlis for taking the time to serve on my thesis committee. I appreciate.pdf",2017,"I would like to express my gratitude to Professors Nikos Sidiropoulos, Yousef Saad, Joseph Konstan and John Carlis for taking the time to serve on my thesis committee. I appreciate",.pdf,"dry-run.rename->2017 I would like to express my gratitude to Professors Nikos Sidiropoulos, Yousef Saad, Joseph Konstan and John Carlis for taking the time to serve on my thesis committee. I appreciate.pdf",fitz.title;fitz.year
